ASIN,Review_Title,Review_Content,Rating,Reviewer,Country,Review_Date,Review_Link,Sentiment,Motivation_Type
B0D4DLTH8H,,"I have and reviewed a single gauge by Motor Meter and like that gauge, this kit is very nice considering similar offerings from other well known brands are 3 times the price. They do have plastic housings but so do most of the ""high end"" gauges now. Are they made in the U.S.? Nope, but neither are a lot of the gauges sold by American companies these days.

You get a lot for your money with this set. They look really good, they're packaged professionally, and have instructions that are professionally written and don't require a translator.",5,Davis,US,2024-07-01,https://www.amazon.com/gp/customer-reviews/R37PLV2SGEUBY9/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Positive,價格敏感
B0D4DD23WX,,"Includes everything including the fuel sending unit, the oil pressure sending unit, and the lowpass filter for the tachometer.  Wiring instructions for each gauge, gauges also labeled on the back so you don't have to keep looking at the other side to remember which one you're connecting.

If you use two or three of these gauges, the set pretty much pays for itself.",5,David,US,2024-06-28,https://www.amazon.com/gp/customer-reviews/R2GFXUC3SGNL5F/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Positive,外觀偏好
B0D4DLTH8H,,"This 5 pc set includes all the necessary gauges to monitor vital engine parameters. All electronic, with GPS for the speedometer. Nice white illumination. These seem to be decent quality and easy to install. Made in Taiwan.",5,Jspec1,US,2024-06-22,https://www.amazon.com/gp/customer-reviews/R11UP6GMR6WJSS/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Positive,品質信任
B0BQMLT4JP,,"they look nice n all but they are somewhat cheap feeling/material and the wires are tiny, I believe 20 Guage. Concerned water will get in them too. I bought for my boat which uses 14 gauge wires. I started to replace them out and after realizing how much rewiring I would have to do to make it all come together I stopped and returned them. Bought Faria brand marine gauges ($20 more) and they were almost plug and play with no calibrating needed for any of the gauges. These might be okay inside a car but I wouldn't use them for anything involving the outdoors.",1,Chris,US,2024-06-16,https://www.amazon.com/gp/customer-reviews/R3MZGD1OL69D5R/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Negative,外觀偏好
B0BQMLT4JP,,"Bought two sets of these for two different Harley's. Customer support sent video to assist with setup. Gauges look really good!
Fuel gauge requires adequate voltage to read properly, sending unit works well.
Tachometer works pretty good once you figure out the setting for it. Two cylinders are challenging but I’m sure standard 4/6/8 and two stroke boat motors etc would be perfect.
Best way for customer support is contact through Amazon seller.
Seller corrected all little issues via email.",5,J,US,2024-05-18,https://www.amazon.com/gp/customer-reviews/R3242VU822GYT8/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Positive,功能需求
B07XFHWYG2,,Buyers beware this company is a scam you buy these gauges at your own risk. I didn’t even open the box. They owe me $470 and told me that they will give me my money back within the next 30 days if you are thinking about buying gages do not buy these cheap Evo gauges Because they are plug-in play Buyers beware,1,LV,US,2024-05-04,https://www.amazon.com/gp/customer-reviews/R2XD8GP49J5TX5/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Negative,其他
B0BZ851KRY,,Nothing about this set is good. No accuracy at all,1,Paul P.,US,2024-03-28,https://www.amazon.com/gp/customer-reviews/R1CZ5042IAQP51/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Negative,功能需求
B0BZ851KRY,,They fit perfectly in my car,5,Arrin,US,2024-02-08,https://www.amazon.com/gp/customer-reviews/R8JGWDFJHF2E3/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Positive,規格適配
B0BZ88PLBS,,"This product is a fine looking set of gauges.  In fact they are a fantastic looking set of gauges and they looked absolutely AWSOME in my custom built dash that I built specifically for these gauges.  And that's where it all goes down hill.  The tac is jumpy with poor response.  I see others have mentioned that in their posts too.  The Temp gauge quit working in one day.  Also you will need to buy an adaptor for your temp sensor if you are installing in a GM product.  The adaptor in the kit will not fit GM.  Speaking of sensors.  Read them carefully.  Notice the Ohm range on these sensors are a little uncommon.  Meaning use the sensors provided, you stock ones will not work with these gauges.  Leading me to the fuel gauge,  With an in tank pump this is a bear.  They provide you with a cut in top load sending unit ""Generic""  however this would require you to cut your fuel tank.  Folks if you don't know what your doing when cutting a fuel tank just don't do it.  That can be extremely dangerous.  Anyway I finally custom built a bracket connected to the existing fuel pump assembly.  The pick up on the sending unit was not adjusted correctly from the factory.  I had to bend the sending unit pick up rod so when the sending unit reached dead top the gauge registered full and when the sending unit hit bottom then it registered as empty.  This is on the sending unit itself, I'm not talking about adjusting the float rod.  The volt meter worked.  The oil pressure sensor provided is very tricky to wire into a system that requires the oil pressure sensor to send a signal to the fuel relay.  Once again generic or OEM sensors will not work with these gauges.  I am so sorry, I swear I'm not one of these trolls out here bashing stuff, in fact I rarely write a bad review.  In this case, It is what it is.  I cannot recommend these gauges even to worst enemy.",1,Travis Scott,US,2024-02-01,https://www.amazon.com/gp/customer-reviews/R2B4PMYO1HFFY3/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Negative,外觀偏好
B084ZDXMMK,,Perfect gauge set for my 1946 Rat Rod project. Could not be happier,5,Kenneth McCoy,US,2024-01-05,https://www.amazon.com/gp/customer-reviews/R10PQLYISURMIK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Positive,其他
B081JDPKSV,,"After a lot of fiddling they're working, mostly. I'm not sure if the problem is my lack of mechanical aptitude, experience in doing customization or the product instructions but it seemed like a lot of extra work to get everything working. The biggest issues were the fuel tank sending unit not having a proper ground because my fuel tank has rubber cushions that isolate it from the chassis. And the tach bouncing wildly.

 I had to drop the fuel tank after installing the sender to get a decent ground which could have been avoided with better instructions. I've added an inline resistor to the tach sensor wire and that seems to have quieted the bouncing now it just reads way high on WOT. Not sure whats causing that might change the coil to see if that fixes it.

All in all the gauges look awesome and except for the tach function properly. It just seemed like a lot of extra work to get to this point.",2,Gireya,US,2023-11-22,https://www.amazon.com/gp/customer-reviews/R97K74VGIIRVW/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Negative,外觀偏好
B0793LBDGY,,Bought this product believing in brand quality from the past. However these gauges are as cheaply made as the Dolphin gauges I am replacing. In fact they are identical. Would not buy from them again. Seller reached out with an offer to refund purchase price which I thought was generous. I appreciate the gesture that says they do care,4,Charles W Graham,US,2023-11-14,https://www.amazon.com/gp/customer-reviews/R18JJ91QXKL3T4/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Positive,價格敏感
B08SBVCNYT,,Installed gauges speedometer broke after only 50 miles they sent a incomplete replacement that didn’t fix the problem and now won’t respond to emails,4,Mark l.,US,2023-11-10,https://www.amazon.com/gp/customer-reviews/R2HPY6DZBZ7JW8/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Positive,其他
B0BQMHJDSF,,I have not installed but the Gauges we delivered fast and look great. all sending units are included and are ready to install.  I hope they perform as great as they look. I was looking for a 2-1/16 tach that looked good and found these gauges that have the tach in the speedo. makes it easy in my opinion.,5,Josh,US,2023-10-25,https://www.amazon.com/gp/customer-reviews/R242MFJYNI5Y46/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Positive,外觀偏好
B0793LBDGY,,"The first set we received after installing each one, and of you have done any wiring you know it's time consuming, two of the gauges didn't work. So we had to take them all back out to send them back. After getting the second set and inhaling then again two of them didn't work and it was two different gauges plus the truck has all new wiring, so it was definitely the gauges. Spend the extra money and buy good ones.",1,Trisha Berry,US,2023-10-10,https://www.amazon.com/gp/customer-reviews/RFK3023GIG5B2/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Negative,其他
B08NVHH1WB,,"Gauges seem pretty good for the money, however the wiring diagram is very poor for the GPS speedometer and the tachometer. Tried to get to customer support for 4 days now and they will not respond. I wish I would have went with a little more costly set.",3,Audrey Whitley,US,2023-09-08,https://www.amazon.com/gp/customer-reviews/R1563EF6GCBJ4J/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Neutral,價格敏感
B081JDPKSV,,"The tach, temperature gauge, and speedometer does not work",2,Robin D.,US,2023-08-30,https://www.amazon.com/gp/customer-reviews/R3SK3RUXDTBD5Y/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Negative,其他
B081JDPKSV,,These seem to be of quality material and should stand up to the test,5,David hastings,US,2023-08-25,https://www.amazon.com/gp/customer-reviews/R3A0CCHCUWICE1/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Positive,品質信任
B078N1HHCY,,"This is a perfect example of “you get what you pay for”. Cheap knockoff products. The gauges are very cheaply made and these sensors are NOT matched. Just because it comes together doesn’t mean they’re matched. The lights are NOT LED, just fyi. The oil pressure sensor went out in less than a year. They say it is supposed to have a year warranty on their site but when I notified them I got his response:

 “ Thank you for your letter.
I think the main problem might be the faulty of oil pressure sensor, it has damaged after the collisions during engine operation.”

I have NO idea how to interpret this but it seems they are blaming engine vibration?!?
I’m pretty sure engines do that naturally 🤬
Don’t be scammed like me!",1,Charles Caudill,US,2023-08-16,https://www.amazon.com/gp/customer-reviews/R1ZK2ETBHQZA7O/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Negative,其他
B081JDPKSV,,"Gauges seem to be ok, but the oil pressure gauge don’t work right. It only reads about half of what it should. Now it’s hard as heck to find a mechanical gauge to match.",2,Roger Edwards,US,2023-08-12,https://www.amazon.com/gp/customer-reviews/RL8YWS6E9IKGZ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Negative,其他
B081JDPKSV,,Two of the gages did not work the main ones to speedometer and oil pressure would not even budge off zero,2,Chevy,US,2023-08-08,https://www.amazon.com/gp/customer-reviews/R2SKK6S6MBQ4DL/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Negative,其他
B07M9MSNZQ,,"Great guages unless you want to see them in the daylight. No matter the color at night they look awesome but during the day not at all. It look me 10 months to finally get them all in and working once I pulled the jeep out of the garage in sunlight I couldn't read them at all, none of them. I do not recommend them at all a waist of $500.",1,Don hansen,US,2023-07-20,https://www.amazon.com/gp/customer-reviews/R15GNK6L6RJ5IW/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Negative,外觀偏好
B081JDPKSV,,"Have two separate kits of these gauges i have bought had one temp gauge failure at first use and tach that is very bouncy while higher quality gauges function perfectly. I even installed filter into the tach circuit with no improvement. temp gauge never worked, installed after warranty period was over....",3,Ron,US,2023-07-19,https://www.amazon.com/gp/customer-reviews/R21GUQ0PECU92H/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Neutral,品質信任
B08SBVCNYT,,Junk,1,Mary,US,2023-06-27,https://www.amazon.com/gp/customer-reviews/R2IJD8GGHKCLLF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Negative,其他
B081JDKD5X,,They look great,5,Ralph Bowler,US,2023-06-26,https://www.amazon.com/gp/customer-reviews/R34QBOPHP58DPJ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Positive,外觀偏好
B09DP9KY1C,,,5,HAROLD MCDANIEL,US,2023-06-20,https://www.amazon.com/gp/customer-reviews/R1DXQ0CG23MDYC/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Positive,其他
B07M9MSNZQ,,This product willnt work on my motorcycle,1,terryeastland,US,2023-05-03,https://www.amazon.com/gp/customer-reviews/R3NUM4ZYOHRMFY/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Negative,其他
B081JDPKSV,,so far fits the application. have to test them out,4,moving around,US,2023-05-01,https://www.amazon.com/gp/customer-reviews/R1TFVA2K1WO3PJ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Positive,規格適配
B08SBVCNYT,,"The gauges were nice and they installed quickly. They do feel a little on the less expensive side but that’s to be expected with the price. I was replacing for looks only and, now I have an extra set of gauges that I can’t use. I’ve been in the middle of a long-term rebuild finally installing the gauges, but the fuel sending unit must be installed in order for the included fuel gauge to work. I have a full Holley sniper set up. I cannot use this fuel gauge with the Holley sniper fuel tank sending unit.",4,Brent,US,2023-04-27,https://www.amazon.com/gp/customer-reviews/R2SXU7GF06HFXQ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Positive,價格敏感
B0793N7B7P,,"Nice set, didn't need the lot, I used the fuel sender with my Morris factory gauge & that also worked perfectly! & the gauges look amazing! my only thing is the white ring could be a little large but that just me being fussy AF! Im real happy!",5,1BAD4X,US,2023-04-24,https://www.amazon.com/gp/customer-reviews/R2BB0I7F1HO1UT/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Positive,外觀偏好
B08NVHH1WB,,Gps Didn't work no help from Amazon or Motor Meter,1,Morgan William,US,2023-04-05,https://www.amazon.com/gp/customer-reviews/R3HAXF6AD4S9Q7/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Negative,功能需求
B081JDKD5X,,"They worked fine at first, didn’t take long till they became very inaccurate. I would not recommend.",1,Rob Burk,US,2023-03-19,https://www.amazon.com/gp/customer-reviews/R6DXDAUQ32XIZ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Negative,功能需求
B081JDPKSV,,"This speedometer does not register speed continuously. It reads a max speed then freezes on that number. Also, does not register mileage. I've contacted the website x2 with no reply.",1,Finneas,US,2023-02-23,https://www.amazon.com/gp/customer-reviews/R1WH6TSUQJQWDI/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Negative,其他
B07XFHWYG2,,Love the product although the tachometer reads 0 at all times followed instructions to the T re read the instructions and verified everything speedometer with gps works great shows accurate speed fuel gauge works great with the current sender in my 91 wrangler oil pressure is accurate to what the old gauge would say. water temp is important in my 383 and that reads just as accurate as it did beforehand. Voltage gauge works great.  Just can not seem to get ahold of the seller for a replacement tachometer I’m sure it’s just faulty out of box you get that with China made  I’ve since ordered a different tachometer that appears to be the same with a different brand waiting to get that in to see if that fixes the issue.  Would be a much higher grade had the seller atleast replied/replaced the faulty gauge.,1,David Lubberts,US,2023-01-22,https://www.amazon.com/gp/customer-reviews/R4MNT427CIVHW/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Negative,功能需求
B084ZDXMMK,,"Gps doesn't work. Used them on our 34 Chevy Coupe.  Had to return it.  Keep trying, they look great just need to work correctly.",1,Ernie F.,US,2022-12-19,https://www.amazon.com/gp/customer-reviews/R2EO7J0W3NB8XN/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Negative,功能需求
B081JDKD5X,,"Install the gauges in my 1977 Reinell boat.
Great up date",5,Duffy G,US,2022-12-17,https://www.amazon.com/gp/customer-reviews/RKH5IOLA936SZ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Positive,其他
B0793N7B7P,,"These are a great looking set of gauges, a little pricey, but pretty great.  They do not fit a factory GM instrument cluster or bezel so be aware of that.",4,Jeremy Bridges,US,2022-12-03,https://www.amazon.com/gp/customer-reviews/R3GJYNJVXHOGQ3/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Positive,價格敏感
B081JDPKSV,,"I purchased these hoping to save a few bucks over the better brands. I’d advise to not do this. Out the box all looked good. Installed and wired them into my car, and the only one that accurately works is the volt gauge. The temp guage reads about 40-50° lower than engine temp. Complete waist of money for me.",1,Brandon b,US,2022-11-16,https://www.amazon.com/gp/customer-reviews/R3T92WG8WE2FVZ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Negative,功能需求
B0952STSM5,,"So far it's junk. Have not drove the car yet so can't speak for speedometer but the remaining guage goes nuts as others have said on here, temp guage doesn't read correctly, voltmeter is not reading correctly fuel guage doesn't working properly. The only one I know works good so far is oil pressure guage.",1,Randy Davis,US,2022-10-17,https://www.amazon.com/gp/customer-reviews/R1SJQD2S7BOGTF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Negative,其他
B0952STSM5,,Installing any gauges in a hotrod is not easy.  These gauges went well with the interior of the vehicle. Good quality and the numbers are easy to see.,5,Civil Mediator,US,2022-10-11,https://www.amazon.com/gp/customer-reviews/R25OAGNO3O6U75/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Positive,品質信任
B08NVHH1WB,,Do not buy they are junk and there is not customer service. My fault I waited until the return window on Amazon expired before I installed them. $300 worth of foreign junk.,1,Steve Harper,US,2022-09-19,https://www.amazon.com/gp/customer-reviews/RKDMYK5AVJDKF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Negative,其他
B081JDPKSV,,THE GAUGES WERE VERY EASY TO INSTALL AND THEY CONECTED TO THE SATALITE QUICKLY,4,Alex,US,2022-09-04,https://www.amazon.com/gp/customer-reviews/RL2NPV49RMLB/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Positive,其他
B07M9MSNZQ,,"Installed on a 84 Ford f150. Super nice gauge cluster. Fuel tank level gauge broke at 1000 miles.  Bout to contact to see about warranty or replacement. Customer support gets back with you pretty quick, should have a replacement gauge coming soon",5,Trey,US,2022-07-22,https://www.amazon.com/gp/customer-reviews/R2VJV1LQ44P6GQ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Positive,其他
B081JDPKSV,,Installed these gauges in May of 2021.  Used the boat 3 times before putting in storage for winter.  Put the boat on the water for first time this year and tachometer bounces all over the place.  Speedometer says moving 5mph at about 60mph.  Gauges have barely been used and no longer work.  Don't waste your money,4,Lewis Stringer,US,2022-07-07,https://www.amazon.com/gp/customer-reviews/RSM9PPSMQCYQ8/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Positive,其他
B07M9MSNZQ,,"Great looking system.  Until you get everything connected and turn it on.  Worked for a day, then the temp gauge wouldn't read right, the voltage gauge quite, and the tach bounces all over the place.  It should be sent with a filter.",1,ArmyAv8R,US,2022-06-24,https://www.amazon.com/gp/customer-reviews/R2V1EBXWZSHDCU/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Negative,外觀偏好
B078N1HB7F,,"The speed and tach is working fine but the fuel and oil pressure had to be replaced with Autometer gauges- lucky Autometer makes gauges that match this set. I couldn't get the fuel sending unit to read correctly and the oil pressure pressure pegs out over the 100 psi mark.  I wanted a gps speedo and I'm just glad this gauge work's.  Overall, not happy with this gauge set.",3,DMK,US,2022-04-24,https://www.amazon.com/gp/customer-reviews/RVGEDL4ANO9KD/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Neutral,功能需求
B078N1HHCY,,"Hard to set, and stopped working completely by the end of the test drive.",1,Amazon Customer,US,2022-04-19,https://www.amazon.com/gp/customer-reviews/RISECW08UKV49/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Negative,其他
B081JDPKSV,,"Terrible directions, needles move all over and are not consistent, reaction time is Terrible, cut dashboard to fit them for nothing.",1,Amazon Customer,US,2022-03-26,https://www.amazon.com/gp/customer-reviews/R3HEATW7UK6SEJ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Negative,規格適配
B07M9MSNZQ,,Guages were much smaller than described,1,Jim Walker.,US,2022-03-08,https://www.amazon.com/gp/customer-reviews/R1I22JCAX0DKE9/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Negative,其他
B07M9MSNZQ,,"The product is very cool. There is the most confusing wiring diagram in the package that makes no sense. I have been trying to reach support for days and they offer no answers, just more questions. So disappointing to have such a unique product and such horrible support to use it. It's not like this set is cheap in price either.",3,R. Harward,US,2022-03-05,https://www.amazon.com/gp/customer-reviews/R1S7WCWH6JLGD6/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Neutral,價格敏感
B0793LBDGY,,"Tach doesn’t work- jumps all over the place and is at zero during idle.
Fuel gauge is off by 1/3 of a tank
Bought these so I could have all matching gauges in my hot rod. Had to re-install old tach and fuel to have functional gauges.
Don’t waste ur money, not worth it.",1,Jesse,US,2022-02-04,https://www.amazon.com/gp/customer-reviews/R37D3GJ2HWFNPH/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Negative,其他
B081JDKD5X,,Not a good product for the money. Read these comments they’re all the same about the quality of this product.I Installed these gauges on my boat and like others say looks good. BUT!! Tach jumps everywhere and then stopped working. Says water proof but water got inside gauges and now they fog up so it’s hard to read.recommend spend a little more money for better gauges. 1 star quality,1,candelario jalomo,US,2022-02-02,https://www.amazon.com/gp/customer-reviews/R3M8FNG452ET44/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Negative,品質信任
B081JDKD5X,,Amazing gave me a phone number that does not work. And motor meter racing has no E-address on there web sight. I did not get a schematic with my gauges.,1,stephen allan,US,2022-02-01,https://www.amazon.com/gp/customer-reviews/RYRZEPBS2XKZ9/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Negative,品牌信任
B081JDPKSV,,Tienen un diseño bonito y son fáciles de instalar más sin embargo el medidor depresión de aceite no funciona y el medidor de combustible algunas veces falla,2,Jesus,US,2022-01-15,https://www.amazon.com/gp/customer-reviews/R3ALOQOVN70YX7/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Negative,其他
B07M9MSNZQ,,To begin they sent the wrong instructions. The tachometer did not work and when I tried contacting their customer support they ignored me and only sent the instructions. If it wasn’t for Amazon easy returns I would have been stuck with a $540 useless box. Save your money and don’t buy it…,1,Marcos Terrazas,US,2021-11-14,https://www.amazon.com/gp/customer-reviews/R3MKRYEBEMKNN7/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Negative,其他
B0793LBDGY,,I put these in my 70 roadrunner. Look good,5,chris harman,US,2021-10-30,https://www.amazon.com/gp/customer-reviews/R11CWW4L2LNQS3/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Positive,外觀偏好
B081JDKD5X,,"Cheap, did not last, did not work correctly from first day.  Dont buy",1,Amazon Customer,US,2021-10-20,https://www.amazon.com/gp/customer-reviews/RG15JIK9VA0S7/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Negative,其他
B078N1HB7F,,"They look fantastic. All work as they should except speedometer. Hooked directly to output signal wire on the sensor on older dodge Dakota chassis under a 29 Dodge coupe custom?  Tested sensor for voltage output,it increases with speed. Never registers on head unit. Drove several miles but odometer shows nothing.",4,charles avis,US,2021-09-30,https://www.amazon.com/gp/customer-reviews/RNLEZYYBWXB2B/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Positive,外觀偏好
B08SBVCNYT,,Love them,5,Jerry,US,2021-09-20,https://www.amazon.com/gp/customer-reviews/R20JUX2F1OQ16P/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Positive,其他
B08NVHH1WB,,"2 of the 6 gauges do not work and no offer from manufacturer to help or replace.
It's like if you was a 100 year old man and you just married twin 18 year old super models they are pretty to look at but you can't do anything with them.",1,Michael P Wacaster,US,2021-08-24,https://www.amazon.com/gp/customer-reviews/R3AIVHBLQU51RX/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Negative,外觀偏好
B084ZDXMMK,,Great set of gauges!!!  The directions and wiring diagrams could be a little more detailed for an inexperienced installer.,4,Amazon Customer,US,2021-07-26,https://www.amazon.com/gp/customer-reviews/R36RWG570ROYKE/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Positive,其他
B078N1HHCY,,I installed these in a hot rod. Nice looking but all plastic. The tach would not work with my electronic distributor had to buy an adapter. The temperature gauge failed the first time I got the engine up to temperature. A lot of work to have to replace them,1,Placeholder,US,2021-07-16,https://www.amazon.com/gp/customer-reviews/RILFE8Y2LIETL/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Negative,外觀偏好
B078N1HB7F,,I like the fit and appearance.,5,Terry S.,US,2021-07-10,https://www.amazon.com/gp/customer-reviews/R14NUPDDYUM46I/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Positive,規格適配
B081JDPKSV,,"These gauges look good, but DO NOT purchase! They have  terrible directions, almost none. They do not work. The two out of six of them that worked have spur attic needle movement. The customer support is in Taiwan and is email only. Who’s got time to wait 24 hrs for each answer. Read the terrible reviews on this product before you buy them. DO NOT buy!!!",1,Mike D.,US,2021-06-30,https://www.amazon.com/gp/customer-reviews/R408ENTQYKBA6/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Negative,外觀偏好
B081JDPKSV,,The gauges looked real nice but no instructions and no web link for instillation.  Most likely will be returning if cannot get resolved.,1,TERRA,US,2021-06-07,https://www.amazon.com/gp/customer-reviews/R18920KSGPY6ZN/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Negative,外觀偏好
B08NVHH1WB,,Added just right touch of class to my 1988 JEEP WRANGLER restore ‼️,5,kristine barney,US,2021-06-01,https://www.amazon.com/gp/customer-reviews/R3QDBSC4RHJIOH/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Positive,其他
B0793N7B7P,,Great product for the price,5,thomas higuera,US,2021-04-06,https://www.amazon.com/gp/customer-reviews/R2E8ZAGMM8X9RZ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Positive,價格敏感
B078N1HB7F,,"Very nice for the money. Install was a breeze.
Swaps-N-Stuff@YouTube",5,Swaps-n-Stuff,US,2021-03-07,https://www.amazon.com/gp/customer-reviews/R2FMBGQMCFE0NE/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Positive,其他
B084ZDXMMK,,Waste of my time 2 of the gauges dont work feels very cheap total junk,1,Amazon Customer,US,2021-01-16,https://www.amazon.com/gp/customer-reviews/R3TXP1BK4MOGQA/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Negative,其他
B081JDPKSV,,haven't installed them yet. Car won't be on the road until next fall.,3,Roger Kraemer,US,2020-12-25,https://www.amazon.com/gp/customer-reviews/R1UZHACOVHF9ZP/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Neutral,其他
B078N1HB7F,,These awesome gauges and very easy to install highly recommended!!,5,William Rivera jr,US,2020-12-06,https://www.amazon.com/gp/customer-reviews/RKVBD0W86L5WI/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Positive,其他
B084ZDXMMK,,this is my third set of gages..love them now have them in three hot rods..love the gps speedo..price and looks r great. still have missing parts,5,Ron Wegerle,US,2020-11-14,https://www.amazon.com/gp/customer-reviews/RBCG7JEUEPMET/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Positive,價格敏感
B0793LBDGY,,The Tac did not work but all the other gauges work well and look good.  Seller sent a replacement gauge for the broken. Instructions for all the gauges were clear and easy to read.,5,Amazon Customer,US,2020-10-23,https://www.amazon.com/gp/customer-reviews/RUG15BNV5MZ42/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Positive,功能需求
B0793LBDGY,,This product is absolutely  worthless and the company knows it and doesn't care!!!!!!! Looked good out of the box but as soon as I installed the kit the tach would not work right and kept shorting out! Company would not replace it. Now its oct I bought the gauges in July 2020 and every single gauge has stopped working even the mechanical speedometer! This is ridiculous  and a total waste of money,1,Chris,US,2020-10-19,https://www.amazon.com/gp/customer-reviews/R3H9R5BN7DCI6T/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Negative,外觀偏好
B0793N7B7P,,they look awsome and were very easy to install,5,Amazon Customer,US,2020-10-17,https://www.amazon.com/gp/customer-reviews/R2DSKAFGD0EK5L/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Positive,外觀偏好
B084ZDVGVL,,"I liked the looks of these gauges. Felt a little cheap but seem to be decent quality. After i got them installed realized the volt meter did not work. Sent an Email to the company, Quick to respond the first time. Had to email again and at that time they sent a gauge right to me. Wiring is easy if you have some common sense and a little electrical knowledge.
Update, The Tachometer is pretty much junk. Jumps all around and sweeps back and forth. Only time it seems to be right is when I am revving up. At idle it drops to zero most of the time. Still not sure about the speedometer as I cant take it out on the road yet. Instructions for it are very unclear on the range to set it at.",3,Aimee Crihfield,US,2020-10-16,https://www.amazon.com/gp/customer-reviews/R1AV0Z3BEPPXV8/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Neutral,品質信任
B078N1HB7F,,We put these in our yacht. They look very nice. The speedometer will not work with our motor though.,5,2nd Grade Teacher,US,2020-10-07,https://www.amazon.com/gp/customer-reviews/RVZJXLPJX3UG0/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Positive,外觀偏好
